Gamma,Upper_p,Lower_p
1.0,2.6679984580432567e-18,1.0
1.1,2.1731027035910286e-12,0.9999999999978268
1.2,3.96808666499665e-08,0.9999999603191333
1.3,3.982698539273708e-05,0.9999601730146073
1.4,0.00422541154222052,0.9957745884577794
1.5,0.07847353880032285,0.9215264611996772
1.6,0.39069112773120585,0.6093088722687942
1.7000000000000002,0.7855530441417647,0.21444695585823526
1.8,0.9640097246170468,0.0359902753829532
