dataset,method,ate,ci_lower,ci_upper
star,OLS,12.179721738551503,9.004656117111168,15.209172290701146
star,CausalForest,12.65142402471976,12.17402620639812,13.093547672976952
star,CTRL-DML,5.824362754821777,5.3289218068122866,6.30117164850235
