p_noise,method,mean_pehe,std_pehe,n
0.0,Causal Forest,1.2374143755536449,0.06722790023148162,2
0.0,Multimodal CTRL-DML,0.6251020443948219,0.04341575169824252,2
0.3,Causal Forest,1.2374143755536449,0.0672279002314814,2
0.3,Multimodal CTRL-DML,0.9067209933032271,0.01703724520247274,2
0.6,Causal Forest,1.2374143755536449,0.06722790023148151,2
0.6,Multimodal CTRL-DML,1.0995146860623108,0.017239728995621872,2
