dataset,method,ate,ci_lower,ci_upper
lalonde,OLS,1.5482437653316439,-0.005739279035921058,3.0011457760185833
lalonde,CausalForest,0.5877289464301254,0.4088634241738571,0.752337077149404
lalonde,DragonNet,-0.9912457466125488,-1.14949791431427,-0.8425476312637331
lalonde,CTRL-DML,1.2091563940048218,0.8351145476102829,1.5772347539663314
