seed,pehe_crossfit,pehe_nocf,pehe_plugin
42,1.87668776512146,2.3056392669677734,1.370309829711914
7,1.6583101749420166,2.5873990058898926,1.1834385395050049
1024,2.3827474117279053,2.3827462196350098,1.168765664100647
