dataset,method,ate,ci_lower,ci_upper
star,OLS,12.179721738551615,9.007856482529977,15.288565588264545
star,CausalForest,12.66860562226943,12.191763828710378,13.115621921933759
star,DragonNet,7.84333610534668,7.833404922485352,7.854083228111267
star,CTRL-DML,2.5928761959075928,2.406327986717224,2.7684706985950465
