seed,pehe_tarnet,pehe_cf,model
42,0.444368839263916,0.13509129916078338,distilbert-base-uncased
7,0.5262093544006348,0.11584386135609649,distilbert-base-uncased
1024,0.4082815647125244,0.11106898764682319,distilbert-base-uncased
