dataset,method,ate,ci_lower,ci_upper
lalonde,OLS,0.06600771099328995,-0.4659977495670319,0.7616780593991278
lalonde,CTRL-DML,-0.1196831539273262,-0.1369179055094719,-0.10628886073827744
lalonde,CausalForest,0.7861029016905002,-3.7524508338148665,5.324656637195865
star,OLS,5.5295610427856445,3.7670045256614686,7.436866116523742
star,CTRL-DML,5.707128047943115,5.706313979625702,5.707946145534516
star,CausalForest,5.481031708790754,-2.0497844214687304,13.011847839050235
