Gamma,Upper_p,Lower_p
1.0,0.35992661191689057,0.6400733880831094
1.1,0.5714362194998943,0.42856378050010574
1.2,0.7492528543531713,0.25074714564682865
1.3,0.8699041354735519,0.1300958645264481
1.4,0.9391504446603341,0.06084955533966588
1.5,0.9739443127694506,0.026055687230549393
1.6,0.989648446093231,0.01035155390676898
1.7000000000000002,0.9961411613720501,0.0038588386279498578
1.8,0.9986375438961183,0.0013624561038817241
